-6EfENcd5xQ, 13.000, 23.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/t/dd00066"
-6gMKIIirNw, 30.000, 40.000, "/m/02mk9,/m/07yv9,/m/0k4j,/t/dd00066"
-7EwLTKmrRI, 18.000, 28.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/t/dd00066,/t/dd00067"
-7f1ljy7nIo, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/m/0k4j,/t/dd00066"
-7mKTqOQB_E, 11.000, 21.000, "/m/02mk9,/m/07q2z82,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00066"
-8UFb0Z5QDA, 50.000, 60.000, "/m/07yv9,/m/0k4j,/t/dd00066"
-8j1HWc1rbo, 30.000, 40.000, "/m/02mk9,/m/07q2z82,/m/07yv9,/t/dd00066"
-94QhnluxSg, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07q2z82,/m/07yv9,/t/dd00066"
-9GFFnns20I, 30.000, 40.000, "/m/02mk9,/t/dd00066"
-9ItWUeRHDw, 30.000, 40.000, "/m/07pb8fc,/m/07yv9,/m/0k4j,/t/dd00066"
-9ii1I0Q-A8, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/t/dd00066"
-9tIbTh-K-E, 30.000, 40.000, "/m/07yv9,/t/dd00066"
-9xKyA5_Mkg, 30.000, 40.000, "/m/02mk9,/t/dd00066"
-ADh3udyGyI, 7.000, 17.000, "/m/02mk9,/m/07yv9,/m/0k4j,/t/dd00066"
-AHj1m0hYLE, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/t/dd00066"
-AV028hx__I, 18.000, 28.000, "/m/02mk9,/m/07q2z82,/m/07yv9,/t/dd00066"
-AklPWCZp3g, 23.000, 33.000, "/m/02mk9,/m/07pb8fc,/m/07q2z82,/t/dd00066"
-Aumnnovo2s, 18.000, 28.000, "/m/02mk9,/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066"
-BOh6BFn04Q, 7.000, 17.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/m/0k4j,/t/dd00066"
-Bm6XfgHiLk, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/t/dd00066"
-CMQLYhy2bk, 15.000, 25.000, "/m/01jwx6,/m/02mk9,/m/07q2z82,/m/07yv9,/t/dd00066"
-CWC_V6aMBc, 30.000, 40.000, "/m/07pb8fc,/t/dd00066"
-Ca1_ynWC3M, 30.000, 40.000, "/m/02mk9,/m/07q2z82,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00066"
-CepfaU3-ZY, 13.000, 23.000, "/m/02mk9,/m/07pb8fc,/t/dd00066"
-DAbjbLBmhU, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/t/dd00066"
-DU5t-uCIWw, 70.000, 80.000, "/m/07yv9,/t/dd00066"
-DsZ-XfJRCE, 2.000, 12.000, "/m/02mk9,/m/07pb8fc,/t/dd00066,/t/dd00130"
-Dwd9-FBfdo, 30.000, 40.000, "/m/07q2z82,/m/07yv9,/t/dd00066"
-E5U1MMllqA, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/t/dd00066"
-ERi_GO1O38, 24.000, 34.000, "/m/02mk9,/m/07yv9,/t/dd00066"
-Ebcl8HF6PE, 30.000, 40.000, "/m/02mk9,/m/07yv9,/t/dd00066"
-EukI0Onzy8, 0.000, 9.000, "/m/02mk9,/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066"
-Ev020Qvezs, 30.000, 40.000, "/m/07pb8fc,/m/07yv9,/t/dd00066"
-Fon8VjP2O8, 20.000, 30.000, "/m/07yv9,/m/0k4j,/t/dd00066"
-GJ-yBIiXZ8, 120.000, 130.000, "/m/04_sv,/m/07yv9,/t/dd00066"
-GxKeTyhYsM, 30.000, 40.000, "/m/02mk9,/m/07yv9,/t/dd00066"
-HMspO2QlKU, 30.000, 40.000, "/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066"
-HNUU7MtNsI, 24.000, 34.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/m/09x0r,/t/dd00066,/t/dd00130"
-HmYuZCgM2s, 30.000, 40.000, "/m/02mk9,/m/07yv9,/m/0k4j,/t/dd00066,/t/dd00130"
-HwmbJ8kujE, 20.000, 30.000, "/m/02mk9,/m/07yv9,/t/dd00066"
-IKAEFwWwY8, 2.000, 12.000, "/m/02mk9,/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066"
-Ia8Lhbgioc, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/t/dd00066,/t/dd00130"
-IyHIVIyn4o, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/t/dd00066,/t/dd00130"
-J2QlBFA5fk, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/t/dd00066"
-JHYwAeawEE, 30.000, 40.000, "/m/02mk9,/m/07yv9,/m/09x0r,/t/dd00066"
-JVZ8tBis6I, 7.000, 17.000, "/m/02mk9,/m/07pb8fc,/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066"
-Ja4Ub7B6SE, 30.000, 40.000, "/m/02mk9,/t/dd00066"
-JauqJnOVmI, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/t/dd00066"
-Jb__KEbugE, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/09x0r,/t/dd00066"
-JhrMJvWDOw, 30.000, 40.000, "/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066"
-JzPwROZnbw, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066"
-KEGVoUcwak, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/t/dd00066,/t/dd00130"
-KFhbz6RhjY, 30.000, 40.000, "/m/02mk9,/t/dd00066"
-KU0rKvbJsY, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/m/09x0r,/t/dd00066,/t/dd00130"
-KdcpwL9psc, 10.000, 20.000, "/m/04_sv,/m/07yv9,/t/dd00066"
-Kp9V4vJPHw, 14.000, 24.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/t/dd00066"
-Kt0F1UuBdc, 18.000, 28.000, "/m/02mk9,/m/07pb8fc,/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066"
-L9l-tUiXuU, 12.000, 22.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/t/dd00066"
-LV1Z8eSZgk, 30.000, 40.000, "/m/07yv9,/m/09x0r,/t/dd00066"
-LeLfoA9dT4, 30.000, 40.000, "/m/02mk9,/t/dd00066"
-LtKxs2D50M, 30.000, 40.000, "/m/02mk9,/t/dd00066"
-M5n8vh6aIc, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07q2z82,/t/dd00066"
-MEVa0-GS_E, 30.000, 40.000, "/m/02mk9,/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066"
-MJDUbKjyHA, 30.000, 40.000, "/m/02mk9,/t/dd00066"
-MJoZCfo-ks, 24.000, 34.000, "/m/02mk9,/m/07q2z82,/t/dd00066,/t/dd00067,/t/dd00130"
-MZGb2-2DoA, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07q2z82,/t/dd00066,/t/dd00130"
-M_VZqkHXWc, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/m/0k4j,/t/dd00066"
-Mlc964pR98, 19.000, 29.000, "/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00066"
-MwkklkmxRU, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/m/0k4j,/t/dd00066"
-NbNXueM9ck, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/t/dd00066"
-NlJgKpYsww, 30.000, 40.000, "/m/02mk9,/t/dd00066"
-NuC1yIGYWA, 16.000, 26.000, "/m/02mk9,/t/dd00066"
-NvfC2KhEAE, 30.000, 40.000, "/m/02mk9,/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066"
-OFirIvejBQ, 4.000, 14.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/m/0k4j,/t/dd00066"
-OXImKKlc9s, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/t/dd00066"
-OcrER5-y5E, 4.000, 14.000, "/m/02mk9,/m/07q2z82,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00066"
-P9VLMyRNn4, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/t/dd00066"
-PAu-2UjWdU, 20.000, 30.000, "/m/09x0r,/t/dd00066"
-PEeg1l-MpU, 30.000, 40.000, "/m/02mk9,/m/07yv9,/t/dd00066"
-PM02nhuS04, 30.000, 40.000, "/m/02mk9,/m/07q2z82,/m/07yv9,/m/09x0r,/t/dd00066"
-QB2DumRdbA, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/m/0k4j,/t/dd00066"
-QN2auumfOI, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/t/dd00066"
-QZAexY4KzE, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/m/0k4j,/t/dd00066"
-QpIzoG14YQ, 7.000, 17.000, "/m/07q2z82,/m/07yv9,/t/dd00066"
-R-MAwGoSXU, 0.000, 9.000, "/m/02mk9,/m/07pb8fc,/m/07q2z82,/m/07yv9,/t/dd00066"
-R6Xf0NTok8, 30.000, 40.000, "/m/02mk9,/m/07q2z82,/m/07yv9,/t/dd00066,/t/dd00130"
-RAOZz-Tyt8, 11.000, 21.000, "/m/02mk9,/m/07pb8fc,/t/dd00066"
-RRPcy9DzGk, 12.000, 22.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/t/dd00066"
-S8UABOd2R8, 14.000, 24.000, "/m/02mk9,/m/07pb8fc,/m/07q2z82,/m/07yv9,/m/09x0r,/t/dd00066,/t/dd00130"
-S9B2PLqEmM, 30.000, 40.000, "/m/02mk9,/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066"
-SamxF9DEf0, 6.000, 16.000, "/m/02mk9,/m/07q2z82,/t/dd00066"
-SeKgSHpQHs, 4.000, 14.000, "/m/02mk9,/m/07pb8fc,/m/07q2z82,/m/07yv9,/t/dd00066"
-SlL0NZh51w, 20.000, 30.000, "/m/02mk9,/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066"
-T7yOw_74F0, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/t/dd00066"
-TB9_UVpZ2E, 30.000, 40.000, "/m/07pb8fc,/t/dd00066"
-TGBa3yq9m4, 1.000, 11.000, "/m/02mk9,/m/07pb8fc,/m/07q2z82,/m/07yv9,/t/dd00066,/t/dd00130"
-TakTcJ58fQ, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07q2z82,/t/dd00066"
-TitzU040-g, 17.000, 27.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/m/09x0r,/t/dd00066"
-UBAukXPD-0, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/t/dd00066"
-UBagB1UxV8, 10.000, 20.000, "/m/07r04,/m/07yv9,/t/dd00066"
-UcTQgyfxBQ, 30.000, 40.000, "/m/02mk9,/m/07yv9,/t/dd00066"
-UrV8c-JVDc, 23.000, 33.000, "/m/07yv9,/t/dd00066"
-V0hrg-g84A, 21.000, 31.000, "/m/02mk9,/m/07yv9,/t/dd00066,/t/dd00130"
-V0sYO8QP2A, 0.000, 10.000, "/m/04rlf,/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066,/t/dd00128"
-V3Dbw9b-SI, 30.000, 40.000, "/m/02mk9,/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066"
-VRO-MPvM_g, 30.000, 40.000, "/m/02mk9,/m/07q2z82,/m/07yv9,/t/dd00066,/t/dd00067"
-VXDp55OsRY, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/t/dd00066"
-Va4lkOVRqo, 16.000, 26.000, "/m/07q2z82,/m/07yv9,/t/dd00066"
-Va9NGHQzcE, 30.000, 40.000, "/m/02mk9,/m/07yv9,/t/dd00066,/t/dd00130"
-Vl8KSKGD-k, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/m/0k4j,/t/dd00066"
-W7-0IPeTuw, 30.000, 40.000, "/m/07yv9,/m/0k4j,/t/dd00066"
-WAOBUCuyek, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/t/dd00066"
-WEdNRD4CKg, 1.000, 11.000, "/m/02mk9,/m/07yv9,/t/dd00066"
-WJK3foaWvY, 15.000, 25.000, "/m/07pb8fc,/t/dd00066"
-WmqE-i-A04, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/t/dd00066"
-Wx6_Fusbuo, 4.000, 14.000, "/m/07q2z82,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00066,/t/dd00067,/t/dd00130"
-XQpiO0WKXI, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/t/dd00066"
-Xw6zT-Mp4o, 30.000, 40.000, "/m/02mk9,/m/07q2z82,/m/07yv9,/t/dd00066"
-YL0d2yHPus, 9.000, 19.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/t/dd00066"
-YNzGGdFf0s, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/t/dd00066"
-YTC0MZMyp4, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/t/dd00066"
-YUpCgXFZEA, 30.000, 40.000, "/m/02mk9,/m/07yv9,/t/dd00066"
-Yzd-tadS5U, 30.000, 40.000, "/m/07yv9,/t/dd00066"
-Z4gizZRFdk, 30.000, 40.000, "/m/07pb8fc,/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066"
-Z8_zfp7cNc, 0.000, 9.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/t/dd00066"
-ZDcRG-vKsg, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/09x0r,/t/dd00066,/t/dd00130"
-ZHfICVRLLM, 11.000, 21.000, "/m/02mk9,/t/dd00066"
-ZT5ozXg1AI, 10.000, 20.000, "/m/012f08,/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00066"
-ZZiSAtiT40, 30.000, 40.000, "/m/02mk9,/m/04rlf,/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066"
-_NR4B_he4g, 27.000, 37.000, "/m/02mk9,/m/07pb8fc,/m/07q2z82,/m/07yv9,/m/09x0r,/t/dd00066"
-advbdXcoWw, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/t/dd00066"
-b05ZnSJ6x4, 30.000, 40.000, "/m/02mk9,/t/dd00066"
-bAQa3nA2A4, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07q2z82,/t/dd00066"
-bVAV1p3gzQ, 30.000, 40.000, "/m/02mk9,/m/04rlf,/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066,/t/dd00067"
-ba1WqHIfLc, 30.000, 40.000, "/t/dd00066"
-bjMrcn7rcA, 27.000, 37.000, "/m/02mk9,/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066"
-bsBpAkfb6o, 4.000, 14.000, "/m/02mk9,/m/07pb8fc,/t/dd00066"
-bxEduFixK8, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/t/dd00066,/t/dd00130"
-bywl42hfCE, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/t/dd00066"
-c3Yd5K8qN4, 5.000, 15.000, "/m/02mk9,/m/07pb8fc,/t/dd00066,/t/dd00130"
-cL8__7nd84, 17.000, 27.000, "/m/02mk9,/m/07q2z82,/m/07yv9,/t/dd00066"
-ck96OS3Umo, 12.000, 22.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/t/dd00066"
-d1MoxuBFGU, 50.000, 60.000, "/m/07yv9,/m/0k4j,/t/dd00066"
-dLIrP138OI, 2.000, 12.000, "/m/02mk9,/m/07yv9,/m/0k4j,/t/dd00066,/t/dd00130"
-dcbu86m_e8, 10.000, 20.000, "/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066"
-dq49QO5ils, 30.000, 40.000, "/m/02mk9,/m/07yv9,/t/dd00066"
-dr3rBLy__A, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07q2z82,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00066"
-e5_Sb0Eu2A, 23.000, 33.000, "/m/02mk9,/m/07pb8fc,/m/07q2z82,/m/07yv9,/t/dd00066"
-eAkqtA2Kf8, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00066"
-eVqe5TEQd0, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066"
-ebd2rq7snM, 5.000, 15.000, "/m/02mk9,/m/07q2z82,/t/dd00066"
-eiOBW6hlnk, 9.000, 19.000, "/m/01jwx6,/m/02mk9,/m/07pb8fc,/m/09x0r,/t/dd00066"
-f2GQ8uD7JU, 22.000, 32.000, "/m/02mk9,/m/07pb8fc,/t/dd00066"
-f6KB4MP678, 30.000, 40.000, "/m/02mk9,/m/07q2z82,/t/dd00066"
-feGhHiUs-E, 30.000, 40.000, "/m/02mk9,/t/dd00066"
-fkwn_FzVQY, 30.000, 40.000, "/m/09x0r,/t/dd00066"
-fnYaiychgw, 0.000, 8.000, "/m/02mk9,/m/07pb8fc,/t/dd00066"
-fzjcIbsm2U, 30.000, 40.000, "/m/02mk9,/m/07q2z82,/m/07yv9,/t/dd00066"
-g1fcUZeFds, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/t/dd00066,/t/dd00067"
-g4VeC-IQ78, 17.000, 27.000, "/m/07yv9,/t/dd00066"
-g4fbqiruLQ, 30.000, 40.000, "/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066"
-gNXQh2uTpI, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07q2z82,/m/07yv9,/t/dd00066"
-gkxbTaM_N4, 0.000, 10.000, "/m/02mk9,/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066"
-hKurxUuZgY, 27.000, 37.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/t/dd00066"
-hLY6VCsQPM, 420.000, 430.000, "/m/07yv9,/m/0k4j,/m/0ltv,/t/dd00066,/t/dd00128"
-hMz97IlXO0, 1.000, 11.000, "/m/02mk9,/m/07q2z82,/m/09x0r,/t/dd00066"
-hUhNhhu-oc, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/09x0r,/t/dd00066"
-hZMT4dPkms, 9.000, 19.000, "/m/04_sv,/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066"
-hZkw050xZQ, 30.000, 40.000, "/m/07yv9,/t/dd00066"
-hbvBerlHmU, 6.000, 16.000, "/m/02mk9,/m/07q2z82,/m/07yv9,/t/dd00066"
-hujJQrebi8, 1.000, 11.000, "/m/02mk9,/m/07pb8fc,/m/07q2z82,/m/09x0r,/t/dd00066"
-i5T59IkXBY, 30.000, 40.000, "/m/07pb8fc,/m/07yv9,/m/0k4j,/t/dd00066"
-iCwC_bJb24, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07q2z82,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00066"
-iDXsYUAuVI, 0.000, 7.000, "/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066"
-ihhOHtcI7U, 8.000, 18.000, "/m/02mk9,/m/07pb8fc,/m/09x0r,/t/dd00066"
-imww4Cnuro, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/09x0r,/t/dd00066"
-jKWb26M414, 11.000, 21.000, "/m/07pb8fc,/m/07yv9,/m/0k4j,/t/dd00066"
-k3HYemfW2Q, 10.000, 20.000, "/m/07q2z82,/m/07yv9,/t/dd00066"
-k85LeciZWA, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/m/0k4j,/t/dd00066"
-kXfIGe5I8Y, 28.000, 38.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/m/0k5j,/t/dd00066,/t/dd00067"
-kh9HgRKEL0, 30.000, 40.000, "/m/02mk9,/t/dd00066,/t/dd00130"
-kicWT7-LPI, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/t/dd00066"
-l0II-MT1jU, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07q2z82,/m/07yv9,/t/dd00066"
-mKDLPQ3Yeg, 26.000, 36.000, "/m/07yv9,/m/0k4j,/t/dd00066"
-mYoRkJK0NQ, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/t/dd00066"
-mbfqw-0AhM, 30.000, 40.000, "/m/02mk9,/m/04rlf,/m/07pb8fc,/m/07q2z82,/m/07yv9,/t/dd00066"
-n1NWqNpxkE, 10.000, 20.000, "/m/02mk9,/m/07pb8fc,/m/07q2z82,/m/07yv9,/t/dd00066"
-nQHwrRLfc0, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/t/dd00066"
-nbA51FcDHc, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/m/0k4j,/t/dd00066"
-nbBssq19RY, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07q2z82,/m/07yv9,/t/dd00066"
-nxBkYCB0m0, 30.000, 40.000, "/m/02mk9,/t/dd00066,/t/dd00067"
-o5bunA7WrE, 13.000, 23.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/t/dd00066"
-o6bVaUDQZw, 30.000, 40.000, "/m/02mk9,/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066"
-oB6Gg81wlc, 19.000, 29.000, "/m/02mk9,/t/dd00066"
-of4rfUPW_k, 30.000, 40.000, "/m/07pb8fc,/m/07yv9,/t/dd00066"
-ovvCGyphN0, 30.000, 40.000, "/m/02mk9,/m/07yv9,/m/09x0r,/m/0k4j,/t/dd00066"
-oysnjGeqps, 12.000, 22.000, "/m/09x0r,/t/dd00066"
-pES33LbRWc, 30.000, 40.000, "/m/07yv9,/m/09x0r,/t/dd00066"
-pvaJ4DwtRg, 3.000, 13.000, "/m/012ndj,/m/02mk9,/m/03j1ly,/m/07pb8fc,/m/07q2z82,/m/07yv9,/t/dd00066"
-qkwr3btU2w, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/t/dd00066,/t/dd00067"
-rLD9qa30qs, 30.000, 40.000, "/m/07pb8fc,/m/07yv9,/t/dd00066"
-rLvnsDY2zQ, 30.000, 40.000, "/m/02mk9,/m/07yv9,/m/09x0r,/t/dd00066"
-rYyx6rb-F0, 23.000, 33.000, "/m/02mk9,/m/07q2z82,/m/07yv9,/t/dd00066"
-rcT1KiSyCI, 8.000, 18.000, "/m/02mk9,/m/07yv9,/m/0k4j,/t/dd00066"
-rknEYAzO08, 3.000, 13.000, "/m/02mk9,/m/07pb8fc,/m/07q2z82,/m/07yv9,/t/dd00066"
-rl_nF8jPVk, 30.000, 40.000, "/m/02mk9,/m/07q2z82,/m/09x0r,/t/dd00066"
-sE0zKSr1o4, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/t/dd00066"
-sKOsPHzL1Y, 13.000, 23.000, "/m/02mk9,/m/07q2z82,/m/07yv9,/t/dd00066"
-sP_4NQ2kAo, 22.000, 32.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/t/dd00066,/t/dd00067"
-sUduScCypQ, 22.000, 32.000, "/m/07yv9,/t/dd00066"
-sW-Cz-f9xU, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/m/07yv9,/m/09x0r,/t/dd00066"
-sft21mKmCI, 30.000, 40.000, "/m/02mk9,/m/07pb8fc,/t/dd00066,/t/dd00130"
-swxQcnLK4c, 8.000, 18.000, "/m/02mk9,/m/07pb8fc,/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066"
-szraiav_Iw, 18.000, 28.000, "/m/02mk9,/m/07q2z82,/t/dd00066"
-tooTDGVp5Q, 30.000, 40.000, "/m/02mk9,/m/09x0r,/t/dd00066"
-tyB1KS6JAE, 11.000, 21.000, "/m/02mk9,/m/07pb8fc,/m/09x0r,/m/0k4j,/t/dd00066,/t/dd00067"
-u41jZh3ENs, 30.000, 40.000, "/t/dd00066"
